"Address1","Address2","City","Email","Lat","Lng","Name","Phone","State","Website","Zip","_type"
"1 Kim Avenue","Suite 2","Tunkhannock","headtotoe@gmail.com","41.579999","-75.970304","Head to Toe Salon &#038; Spa","570-996-5004","PA","http://www.headtotoesalonandspa.com/","18657","SkinscriptrxscraperItem"
"2064 New Hackensack Rd","Suite #5","Poughkeepsie","blush@blushbeautybarspa.com","41.655906","-73.874186","Blush Beauty Bar &#038; Spa","(845) 462-0122","NY","http://www.blushbeautybarspa.com/","12603","SkinscriptrxscraperItem"
"2162 Silas Deane Hwy","","Rocky Hills","","41.66929","-72.641803","Jem Aesthetics","(860) 992-6178","CT","https://www.facebook.com/Wendy-McGuire-of-JEM-Aesthetics-951199171597186/","06067","SkinscriptrxscraperItem"
"75 Sockanosset Cross Rd, Suite 110","","Cranston","facesbysienna@gmail.com","41.75418","-71.454151","Faces by Sienna &#038; Co","401-263-1709","RI","http://www.facesbysienna.net/","02920","SkinscriptrxscraperItem"
"3229 Cranberry Hwy   #4","","Buzzards Bay","info@thebodymechanist.com","41.7479216","-70.6248917","The Body Mechanist","508-273-2233","MA","http://www.thebodymechanist.com/","02532 ","SkinscriptrxscraperItem"
"218 W. Main St.","","Freeport","","42.2966165","-89.6219973","Studio Skin &#038; Body | Cheryl Curry","(815) 291-0959","IL","","61032","SkinscriptrxscraperItem"
"40W310 LaFox Rd.",""," St. Charles","gretchen0203@gmail.com","41.9356063","-88.4006984","GLOW SKIN and BODY by Gretchen","(630) 404-2600","IL","http://www.glowbygretchen.com/","60174","SkinscriptrxscraperItem"
"111 W. Main St.","","St. Charles","salonagape111@gmail.com","41.9132536","-88.3148143","Salon Agape / Judi Kopacz","630-587-0602","IL","http://www.salonagape.net/","60174","SkinscriptrxscraperItem"
"1434 E Main St, Suite A","","St. Charles","edwina@ejskincare.com","41.91812","-88.298764","Edwina Jayne Skincare","847-209-7247","IL","http://ejskincare.com/","60174","SkinscriptrxscraperItem"
"821 S. Prospect Ave.","","Park Ridge","lillian@lillyface.com","42.0008869","-87.8324598","Lilly Face Premium Skincare","(855) 545-7546","IL","http://www.lillyface.com","60068","SkinscriptrxscraperItem"
"6130 N. Northwest Hwy","","Chicago","Bellafacciaskin@yahoo.com","41.9926844","-87.8001782","Bella Faccia Skin Wellness Studio","773-206-2320","IL","","60631","SkinscriptrxscraperItem"
"715 Lake Street, Suite 300","","Oak Park","CareyStephanie@rocketmail.com","41.8883896","-87.7934857","Kelly, Inc. | Electrolysis and Spa","(708) 386-4663","IL","http://www.izapem.com/","60301","SkinscriptrxscraperItem"
"5138 N Clark St.","[Second Floor]","Chicago","haranthem@yahoo.com","41.9755357","-87.6685518","Esthetics by Eme","(773) 679-9376","IL","","60640","SkinscriptrxscraperItem"
"3355 N Lincoln Ave #15","","Chicago","candywaxandskincare@gmail.com","41.9431299","-87.6707557","Candy Wax &#038; Skincare Studio","(773) 394-9024","IL","http://http://www.candywaxandskincare.com/","60657","SkinscriptrxscraperItem"
"233 E. ERIE ST. ","","Chicago","","41.8939712","-87.6215093","Sphynx Spa Suite","(773) 441 -1312 ","IL","http://www.sphynxspasuite.com/","60611","SkinscriptrxscraperItem"
"70 N. Roessler","","Monroe","","41.9220063","-83.4082006","Robin Lemon Skin Therapy","(734) 344-5085","MI","http://www.healthyskinwellness.com","48162","SkinscriptrxscraperItem"
"39 Nott Highway, Suite 1","","Ashford","heumannsara@gmail.com","41.8577868","-72.1804304","Hope and Wellness/Sara Heumann","860-477-0994","CT","http://www.hopeandwellnessonline.com","06278","SkinscriptrxscraperItem"
"1 Kelley Street","","Worcester","kristielee@nkdworcester.com","42.2549383","-71.7971772","NKD Waxing, Lashes &#038; Makeup","508-757-1000 ","MA","http://www.nkdworcester.com/","01610","SkinscriptrxscraperItem"
"335 Plantation St","","Worcester","calexesthetics@gmail.com","42.2714307","-71.7703224","Diorios Hair Salon","508-756-7791 ","MA","www.dioriossalon.com","01604","SkinscriptrxscraperItem"
"45 Milford Street","","Medway","","42.1445204","-71.4435685","Skin Care @ Shear Magic","(508) 533-5448","MA","http://www.shearmagicandco.com/medway-spa-services.html","02053","SkinscriptrxscraperItem"
"440 Plain St","Suite 3","Marshfield","julie@juliehallskincare.com","42.1044421","-70.7334955","Julie Hall Skin Care","617-875-6668","MA","http://www.juliehallskincare.com/","02050","SkinscriptrxscraperItem"
"322 Harvard St","","Brookline","","42.3433437","-71.1235632","Skincare by Stavroula","617-264-9997","MA","http://www.skincarebystavroula.com/","02447","SkinscriptrxscraperItem"
"3343 Center Grove Dr.","Suite I","Dubuque","holisticbeauty@skintherapy.net","42.491141","-90.7166024","Kristen Parks Holistic Aesthetician and Natural Beauty Therapist","563-513-7802","IA","http://holisticbeautykristenparks.skincaretherapy.net/","52003","SkinscriptrxscraperItem"
"Joni Gibson- Owner","833 E. 16th St, Suite 200","Holland","","42.7875235","-86.1089301","Radiant Skin and Body","616-594-0296","MI","http://www.radiantskinandbody.com/","49423","SkinscriptrxscraperItem"
"621 S. Washington Ave.","","Royal Oak","info@skinphorea.com","42.4848551","-83.1461078","Skinphorea","(248) 592-SKIN","MI","http://www.skinphorea.com","48067","SkinscriptrxscraperItem"
"373 Fisher Rd","(located within David the Salon)","Grosse Pointe","","42.3903972","-82.9040338","Serenity SkinCare of Grosse Pointe","313-886-3990","MI","http://www.serenityskincaregrossepointe.com/","48230","SkinscriptrxscraperItem"
"51026 Washington St.","","New Baltimore","","42.6799717","-82.7351486","Le Beaute&#8217; Hair Design and More","(586) 716-9245","MI","http://www.lebeaute.us","48047","SkinscriptrxscraperItem"
"91 E. 4th St.","","Dunkirk","jessgeorge23@yahoo.com","42.4833811","-79.3315277","Inner Balance Day Spa","716-363-0900","NY","http://www.innerbalancedayspa.com","14063","SkinscriptrxscraperItem"
"1111 South State Street","","North Adams","","42.6707659","-73.1072488","Messenger Digital Dentistry | Messenger Beauty Escape","(413) 664-6546","MA","http://www.reasons2smile.com","01247","SkinscriptrxscraperItem"
"224 1/2 Federal St","","Greenfield","yasouelectrolysisandskincare@yahoo.com","42.597055","-72.597295","Yasou Electrolysis and Skin Care","413-774-7400","MA","https://www.facebook.com/yasouelectrolysisandskincare/","01301","SkinscriptrxscraperItem"
"228B Great Road","","Shirley","","42.5850394","-71.6489779","Youtopia Day Spa","(978) 425-9130","MA","http://youtopiaspa.com/","01464","SkinscriptrxscraperItem"
"106 Tyngsboro Rd","Suite 2B","N. Chelmsford","Radiancechelmsford@gmail.com","42.6446434","-71.391576","Radiance Skin Care Salon","978-251-1200","MA","http://www.radiancechelmsford.com ","01863","SkinscriptrxscraperItem"
"Located within Hairaholics ","238 Central St ","Hudson ","","42.7647763","-71.4398074","Rehab For The Skin","603 718 8837","NH","http://www.hairaholicsnh.com/spa-services.html","03051","SkinscriptrxscraperItem"
"2034 Massachusetts Avenue","[Inside Novita Salon]","Cambridge","","42.3906749","-71.1222643","Body Zen Skin Care","617-999-8368","MA","http://www.bodyzen.massagetherapy.com","02140","SkinscriptrxscraperItem"
"228 Naticook Rd.","","Merrimack","info@innovationsnh.com","42.8070577","-71.5447157","Innovations the Salon &#038; Spa","603-880-7499","NH","http://www.innovationsnh.com","03054","SkinscriptrxscraperItem"
"110 Ponemah Road (Rt. 122)","","Amherst","Jenniferjeanmoore@hotmail.com","42.81822","-71.605369","Salon Apex","(603)673-1921","NH","http://www.salonapex.com/","03031","SkinscriptrxscraperItem"
"110 Ponemah Rd","","Amherst","jennbernierskincare@gmail.com","42.820451","-71.605974","Simple Beauty LLC","603-668-4646","NH","","03031","SkinscriptrxscraperItem"
"5 Elm Street","","Plaistow","","42.8370191","-71.0943056","Bella Visage Skin Studio","(603) 382-1640","NH","http://www.bellavisageskinstudio.skincaretherapy.net","03865","SkinscriptrxscraperItem"
"146 N. Clark St","","Forest City","Rejuvenate@myabmp.com ","43.2642226","-93.6383492","Body &#038; Skin Rejuvenation","(641) 201-0496","IA","http://Rejuvenate.abmp.com ","50436","SkinscriptrxscraperItem"
"6401 Odana Rd","Ste 5","Madison","kelly@theskinandcompany.com","43.0545225","-89.4904865","The Skin &#038; Co.","(608) 561-2088","WI","http://www.theskinandcompany.com","53719","SkinscriptrxscraperItem"
"3001 Village Square Drive","Studio #125","Delafield","cheryl@myesthetician.net ","43.1025385","-88.364439","My Esthetician","(262) 527-5717","WI","http://www.myesthetician.net ","53018","SkinscriptrxscraperItem"
"2985 N. Brookfield Rd","Suite 10","Brookfield","bluemoonwellnessspa@gmail.com","43.073699","-88.146345","Colleen Gawin | Blue Moon Wellness Spa","262-366-2880","WI","http://www.bluemoonwellnessspa.com/","53045","SkinscriptrxscraperItem"
"8653 N Port Washington Rd","","Fox Point","tmsternig@gmail.com","43.1723427","-87.9123632","The O2 Room","262-442-6479","WI","https://www.styleseat.com/v/tracysternig","53217","SkinscriptrxscraperItem"
"218 N. Park St.","","Owosso","kathryn@skinmaven.net","42.9990772","-84.1690118","Skin Maven Day Spa","(989) 627-1018","MI","http://www.skinmaven.net","48867","SkinscriptrxscraperItem"
"6810 Main Street","","Williamsville","skincare@facefitnessltd.com","42.965414","-78.701269","Face Fitness Skin Care","716-631-0964","NY","http://facefitness.biz/","14221","SkinscriptrxscraperItem"
"1801 Penfield Road","","Penfield","Littlemisswax@gmail.com","43.1293122","-77.477501","Fresh Facials &#038; Feet","585-704-1125","NY","http://www.freshfacialsandfeet.com/","14526","SkinscriptrxscraperItem"
"35 Gaylord St, Suite 2","","Auburn","trishdilallo@skincaretherapy.net","42.9317335","-76.5660529","Unique to You | Trish DiLallo, Licensed Esthetician","(315) 567-9948","NY","http://www.uniquetoyou.skincaretherapy.net/","13021","SkinscriptrxscraperItem"
"8050 Brewerton Rd. (Route 11)","","Cicero","volpecicero1@salonbuilder.com","43.1598108","-76.1204681","Volpe Salon and Day Spa","315-698-3930","NY","www.volpeofcicero.com","13039","SkinscriptrxscraperItem"
"410 E Genesee St","","Fayetteville","chelseasestheticbtq@gmail.com","43.0292245","-76.0055851","Chelsea&#8217;s Esthetic Boutique","(315) 857-4467 ","NY","http://www.chelseasestheticboutique.com/","13066","SkinscriptrxscraperItem"
"32 Roosevelt Drive","inside The Styling Gallery Day Spa","Whitesboro","lisajulian0128@gmail.com","43.123304","-75.294196","Namaste Skin Solutions by Julian","(315) 542-5282","NY","","13492","SkinscriptrxscraperItem"
"182 south Broadway ","","Saratoga Springs","nurturegreensalonandspa@outlook.com","43.0729406","-73.7875465","Nurture Green Salon &#038; Spa","(518) 587-0584 ","NY","http://www.nurturegreensalonandspa.com/","12866","SkinscriptrxscraperItem"
"2 Mountain Ledge Drive","","Gansevoort","medspa@northcountryent.com","43.1961848","-73.651784","North Country ENT &#038; Med SPA","518-409-5588","NY","http://roberthughesmd.com","12831 ","SkinscriptrxscraperItem"
"40 South River Road","Suite 55","Bedford","","42.9616666","-71.4813699","The Touch of Nobility, A Wellness Studio","603-518-8137","NH","http://www.thetouchofnobility.com ","03110","SkinscriptrxscraperItem"
"1807 East Main Street","","Cottage Grove","sally@threecloudsonmain.com","43.796905","-123.048239","Three Clouds on Main","(541) 600-7139","OR","http://www.threecloudsonmain.com","97424","SkinscriptrxscraperItem"
"82 E. State St. Ste. G","","Eagle","MBarnes.oasisskin@gmail.com","43.6954469","-116.3529532","Oasis Skin Care","(208) 258-4162","ID","http://www.oasisskin.vpweb.com","83616","SkinscriptrxscraperItem"
"1475 S Holmes Ave","","Idaho Falls","blissfulbeautyaesthetics@aol.com","43.4847378","-112.0235188","Blissful Beauty Aesthetics","(208) 521-9819","Idaho","","83404","SkinscriptrxscraperItem"
"6124 S Cain Ave","","Sioux Falls","","43.4903207","-96.8095122","Lisa&#8217;s Lil Spa Room","(605) 201-5620","SD","http://www.lisaslilsparoom.com","57106","SkinscriptrxscraperItem"
"228 W Wisconsin St","","Portage","abbysugden@gmail.com","43.5390574","-89.4610548","Glow | Skin Care by Abby","(608) 402-3105","WI","http://www.soulshinespa.com","53901","SkinscriptrxscraperItem"
"209 East Superior Street","","Alma","","43.3789508","-84.659838","Relaxations Day Spa","989-466-5270","MI","http://almarelaxationsspa.com/","48801","SkinscriptrxscraperItem"
"1002 Union Ave","","Laconia","KaitlynCo@mail.com","43.5529122","-71.458174","Kaitlyn &#038; Co. Day Spa","603-520-4184","NH","https://www.facebook.com/KaitlynCo.DaySpa","03246","SkinscriptrxscraperItem"
"146 Ocean Street","","South Portland","plumonthego@gmail.com","43.637323","-70.2523833","Plum Aesthetics","(207) 409-9729","ME","http://plumaesthetics.com/","04106","SkinscriptrxscraperItem"
"1 Northeast Road, 2nd Floor","","Standish","kosmetikos07@yahoo.com","43.7356856","-70.5504647","Kosmetikos Spa &#038; Wellness Center","(207) 650-0007","ME","http://www.kosmetikosspa.com/","04084","SkinscriptrxscraperItem"
"75 Clearwater Drive","","Falmouth ","danisoucy@gmail.com ","43.7175354","-70.2375256","Thistle Skincare and Waxing Studio","207-274-7060","ME","http://mintsalonblock.com/","04105","SkinscriptrxscraperItem"
"160 Oakway Road, Suite 100","Inside Lussuria","Eugene","jamilinn@gmail.com","44.0643996","-123.0793361","Lussuria Salon/Jami Sautner","(541) 999-9254","OR","https://www.facebook.com/pages/Lussuria-Salon/327991643984114","97401","SkinscriptrxscraperItem"
"2275 NE Doctors Dr.","Suite 11D","Bend","kellytracyholly@gmail.com","44.0697933","-121.2682285","Endless Beauty SkinCare","541-390-0066","OR","http://www.endlessbeautyskincarebykelly.com/","97701","SkinscriptrxscraperItem"
"2665 Commerce Drive #200","at Shear Envy","Rochester","","44.0513942","-92.5212278","Erica&#8217;s Esthetic","507-258-4020","MN","","55901","SkinscriptrxscraperItem"
"116 E. Jackson Street","","Ripon","gen@regentherapies.com","43.8462909","-88.8381589","ReGen Massage &#038; Skincare | Genevieve Meilahn","920-896-0559","WI","http://www.regentherapies.com/","54971","SkinscriptrxscraperItem"
"c/o Salon Eternity & Day Spa","1429 Province Terrace","Menasha","info @skinSPArations.com","44.2022084","-88.4464973","skinSPArations","920-730-1982 or 920-216-5338","WI","http://www.skinsparations.com/","54952","SkinscriptrxscraperItem"
"500 D. Canatara Ct.","","Kingston","youbeu@bellnet.ca","44.2369309","-76.5792799","You Be U Hair &#038; Esthetics Salon","","Ontario","","K7M 0E4","SkinscriptrxscraperItem"
"515 Roosevelt","","Naples","info@purespastudio.com","43.9685275","-70.586799","PURE spa &#038; studio","207-693-3034","ME","http://purespastudio.com/","04055","SkinscriptrxscraperItem"
"138 Maine Street","","Brunswick","puravida-dayspa@hotmail.com","43.9150091","-69.9651091","Pura Vida Day Spa","(207) 725-1233","ME","http://www.puravida-dayspa.com","04011","SkinscriptrxscraperItem"
"185 Park Row","","Brunswick","","43.9113952","-69.9624443","At Last&#8230;. Salon &#038; Day Spa","207-373-0751","ME","http://www.atlastsalondayspa.com","04011","SkinscriptrxscraperItem"
"956 Western Ave","","Manchester","info@mahaladayspa.com","44.323925","-69.876575","Mahala&#8217;s Day Spa","207-512-8255","ME","http://www.mahalasdayspa.com/","04351","SkinscriptrxscraperItem"
"320 S. Pearl Street","Inside Wholistic Health, the Wellness Spa","New London","","44.390179","-88.73942","Faithful Skin","920-982-6064","WI","https://squareup.com/store/faithful-skin","54961","SkinscriptrxscraperItem"
"567 Banger Rd.","","Ellsworth","LPanaro.aesthetician@aol.com","44.5886499","-68.5010883","The Skin Room","(207) 702-5031","ME","http://www.theskinroomwithlauren.com","04506","SkinscriptrxscraperItem"
"205 SE 3rd Avenue","Suite 400","Hillsboro","","45.520998","-122.986515","Aiko&#8217;s Aesthetics @ Sheene &#038; Co. Salon and Spa","503-703-2011","OR","http://www.aikoskincare.com/","97123","SkinscriptrxscraperItem"
"2133 N. Skidmore Ct","","Portland","","45.55527","-122.689947","Into Eden Skincare","503-752-3508","OR","http://www.intoedenskincare.com/","97217","SkinscriptrxscraperItem"
"604 East 16th Street","","Vancouver","","45.63356","-122.665614","ASH Organic Care and Waxing","541-639-9088","WA","http://www.ashorganicskinandwaxing.com/default.html","98663","SkinscriptrxscraperItem"
"801 W Interstate Ave","Ste B","Bismarck","trueevobismarck@gmail.com","46.8320502","-100.8039795","True Evolution Spa &#038; Salon","701-751-1491","ND","http://www.TrueEvolutionBismarck.com ","58503","SkinscriptrxscraperItem"
"14715 Edgewood Dr. N Suite 5A","","Baxter","tracy@captivating-beauty.com","46.3652727","-94.2453658","Captivating Beauty","218-831-5372","MN","http://captivating-beauty.com/","56425","SkinscriptrxscraperItem"
"1110 College St. SE","Suite I","Lacey","mspaesthetics@gmail.com","47.0378252","-122.8226014","M. Spa &#038; Esthetics","(360) 528-7136","WA","http://melissai.wix.com/mspa","98503","SkinscriptrxscraperItem"
"6302 93rd St SW","","Lakewood","ilenele@hotmail.com","47.173054","-122.522131","Two Palms Massage &#038; Skincare","(253) 678-9692","WA","http://ilene.skincaretherapy.net/","98499","SkinscriptrxscraperItem"
"7406 27th St. West","Suite 211","University Place","abanalashes@hotmail.com","47.2348538","-122.5354778","Abana Lash &#038; Brow Lounge","253-301-2160","WA","http://www.abanalashbrowlounge211.vpweb.com/","98466","SkinscriptrxscraperItem"
"202 South 348th St","4","Federal Way","goodforyoumassage@goodforyoumassageanddayspa.com","47.290152","-122.331814","Good For You Massage &#038; Day Spa","253-874-2498","WA","http://www.goodforyoumassageandspa.com/","98003","SkinscriptrxscraperItem"
"19337 Jensen Way NE ","","Poulsbo","info@freckleskin.com","47.738319","-122.646949","Freckle Professional Skincare owner- Misty Fuentes LE","360-779-1999","WA","http://www.freckleskin.com/","98370","SkinscriptrxscraperItem"
" 2307 Viewmont Way West","","Seattle","info@honeysucklespa.com","47.6393568","-122.4014495","Honeysuckle Boutique Day Spa","(206) 551-0988","WA","http://www.honeysucklespa.com ","98199","SkinscriptrxscraperItem"
"7834 SE 32nd ST, Suite 106","","Mercer Island","info@vitalskinstudio.com","47.582089","-122.232103","Vital Skin Studio","(206) 777-3680","WA","http://www.vitalskinstudio.com"," 98040","SkinscriptrxscraperItem"
"172 Sunset Ave S","","Edmonds","info@theworkshopedmonds.com","47.8104658","-122.3831977","True Form Day Spa | inside &#8220;The Workshop&#8221;","206-546-7671","WA","http://theworkshopedmonds.com/","98020","SkinscriptrxscraperItem"
"Cedar Creek Plaza ","3005 Alderwood Mall Parkway Suite 100","Lynnwood","","47.8097032","-122.3569304","Janet Marie Skin Care At Lynnwood Natural Medicine","425-478-2437","WA","https://www.vagaro.com/JanetMarieSkincare","98036","SkinscriptrxscraperItem"
"","","Sequim","suyinspa@aol.com","48.0795365","-123.1018437","SUYIN&#8217;s SPA","(360) 797-3280","WA","","98382","SkinscriptrxscraperItem"
"120 2nd Street Suite A","","Langley","skin.body.therapies@hotmail.com","48.0399454","-122.4074042","Alicia Curfman","360-331-2036","WA","","98260","SkinscriptrxscraperItem"
"731 2nd Street ","","Mukilteo","soreniaskinwellness@gmail.com","47.947293","-122.3020435","Becky Porter | Sorenia Skin Wellness","425-244-2400","WA","http://www.healthyskin-dayspa.com/","98275","SkinscriptrxscraperItem"
"1521 5th st.","","Marysville","Skincarebyteressa@msn.com","48.053011","-122.17574","SkinCare by Teressa","(360) 657-0441 ","WA","http://www.skincarebyteressa.com/","98270","SkinscriptrxscraperItem"
" 37 5th St E #103","","Kalispell","makinubeautiful@hotmail.com","48.1940016","-114.3114711","La Vita è Bella","4062124585","MT","http://lavitaebellamt.com","59901","SkinscriptrxscraperItem"
"1000 McKenzie Ave. Suite 16","","Bellingham","Lethallashbeauty@gmail.com","48.7191209","-122.5040047","Lethal Lash Beauty","(360) 972-0431","WA","http://www.lethallashbeauty.com/","98225","SkinscriptrxscraperItem"
"909 Harris Avenue 202B","","Bellingham","","48.7203713","-122.5051036","Spotless Skin Studio","360-389-2540","WA","http://www.spotlessskinstudio.com/","98225","SkinscriptrxscraperItem"
