Name,Address1,Address2,City,State,Zip,Phone,Email,Website,Lat,Lng,_type
Edwina Jayne Skincare,"1434 E Main St, Suite A",,St. Charles,IL,60174,847-209-7247,edwina@ejskincare.com,http://ejskincare.com/,41.91812,-88.298764,SkinscriptrxscraperItem
Lilly Face Premium Skincare,821 S. Prospect Ave.,,Park Ridge,IL,60068,(855) 545-7546,lillian@lillyface.com,http://www.lillyface.com,42.0008869,-87.8324598,SkinscriptrxscraperItem
Bella Faccia Skin Wellness Studio,6130 N. Northwest Hwy,,Chicago,IL,60631,773-206-2320,Bellafacciaskin@yahoo.com,,41.9926844,-87.8001782,SkinscriptrxscraperItem
"Kelly, Inc. | Electrolysis and Spa","715 Lake Street, Suite 300",,Oak Park,IL,60301,(708) 386-4663,CareyStephanie@rocketmail.com,http://www.izapem.com/,41.8883896,-87.7934857,SkinscriptrxscraperItem
Esthetics by Eme,5138 N Clark St.,[Second Floor],Chicago,IL,60640,(773) 679-9376,haranthem@yahoo.com,,41.9755357,-87.6685518,SkinscriptrxscraperItem
Candy Wax &#038; Skincare Studio,3355 N Lincoln Ave #15,,Chicago,IL,60657,(773) 394-9024,candywaxandskincare@gmail.com,http://http://www.candywaxandskincare.com/,41.9431299,-87.6707557,SkinscriptrxscraperItem
Sphynx Spa Suite,233 E. ERIE ST. ,,Chicago,IL,60611,(773) 441 -1312 ,,http://www.sphynxspasuite.com/,41.8939712,-87.6215093,SkinscriptrxscraperItem
Robin Lemon Skin Therapy,70 N. Roessler,,Monroe,MI,48162,(734) 344-5085,,http://www.healthyskinwellness.com,41.9220063,-83.4082006,SkinscriptrxscraperItem
Hope and Wellness/Sara Heumann,"39 Nott Highway, Suite 1",,Ashford,CT,6278,860-477-0994,heumannsara@gmail.com,http://www.hopeandwellnessonline.com,41.8577868,-72.1804304,SkinscriptrxscraperItem
"NKD Waxing, Lashes &#038; Makeup",1 Kelley Street,,Worcester,MA,1610,508-757-1000 ,kristielee@nkdworcester.com,http://www.nkdworcester.com/,42.2549383,-71.7971772,SkinscriptrxscraperItem
Diorios Hair Salon,335 Plantation St,,Worcester,MA,1604,508-756-7791 ,calexesthetics@gmail.com,www.dioriossalon.com,42.2714307,-71.7703224,SkinscriptrxscraperItem
Skin Care @ Shear Magic,45 Milford Street,,Medway,MA,2053,(508) 533-5448,,http://www.shearmagicandco.com/medway-spa-services.html,42.1445204,-71.4435685,SkinscriptrxscraperItem
Julie Hall Skin Care,440 Plain St,Suite 3,Marshfield,MA,2050,617-875-6668,julie@juliehallskincare.com,http://www.juliehallskincare.com/,42.1044421,-70.7334955,SkinscriptrxscraperItem
Skincare by Stavroula,322 Harvard St,,Brookline,MA,2447,617-264-9997,,http://www.skincarebystavroula.com/,42.3433437,-71.1235632,SkinscriptrxscraperItem
Kristen Parks Holistic Aesthetician and Natural Beauty Therapist,3343 Center Grove Dr.,Suite I,Dubuque,IA,52003,563-513-7802,holisticbeauty@skintherapy.net,http://holisticbeautykristenparks.skincaretherapy.net/,42.491141,-90.7166024,SkinscriptrxscraperItem
Radiant Skin and Body,Joni Gibson- Owner,"833 E. 16th St, Suite 200",Holland,MI,49423,616-594-0296,,http://www.radiantskinandbody.com/,42.7875235,-86.1089301,SkinscriptrxscraperItem
Skinphorea,621 S. Washington Ave.,,Royal Oak,MI,48067,(248) 592-SKIN,info@skinphorea.com,http://www.skinphorea.com,42.4848551,-83.1461078,SkinscriptrxscraperItem
Serenity SkinCare of Grosse Pointe,373 Fisher Rd,(located within David the Salon),Grosse Pointe,MI,48230,313-886-3990,,http://www.serenityskincaregrossepointe.com/,42.3903972,-82.9040338,SkinscriptrxscraperItem
Le Beaute&#8217; Hair Design and More,51026 Washington St.,,New Baltimore,MI,48047,(586) 716-9245,,http://www.lebeaute.us,42.6799717,-82.7351486,SkinscriptrxscraperItem
Inner Balance Day Spa,91 E. 4th St.,,Dunkirk,NY,14063,716-363-0900,jessgeorge23@yahoo.com,http://www.innerbalancedayspa.com,42.4833811,-79.3315277,SkinscriptrxscraperItem
Messenger Digital Dentistry | Messenger Beauty Escape,1111 South State Street,,North Adams,MA,1247,(413) 664-6546,,http://www.reasons2smile.com,42.6707659,-73.1072488,SkinscriptrxscraperItem
Yasou Electrolysis and Skin Care,224 1/2 Federal St,,Greenfield,MA,1301,413-774-7400,yasouelectrolysisandskincare@yahoo.com,https://www.facebook.com/yasouelectrolysisandskincare/,42.597055,-72.597295,SkinscriptrxscraperItem
Youtopia Day Spa,228B Great Road,,Shirley,MA,1464,(978) 425-9130,,http://youtopiaspa.com/,42.5850394,-71.6489779,SkinscriptrxscraperItem
Radiance Skin Care Salon,106 Tyngsboro Rd,Suite 2B,N. Chelmsford,MA,1863,978-251-1200,Radiancechelmsford@gmail.com,http://www.radiancechelmsford.com ,42.6446434,-71.391576,SkinscriptrxscraperItem
Rehab For The Skin,Located within Hairaholics ,238 Central St ,Hudson ,NH,3051,603 718 8837,,http://www.hairaholicsnh.com/spa-services.html,42.7647763,-71.4398074,SkinscriptrxscraperItem
Body Zen Skin Care,2034 Massachusetts Avenue,[Inside Novita Salon],Cambridge,MA,2140,617-999-8368,,http://www.bodyzen.massagetherapy.com,42.3906749,-71.1222643,SkinscriptrxscraperItem
Innovations the Salon &#038; Spa,228 Naticook Rd.,,Merrimack,NH,3054,603-880-7499,info@innovationsnh.com,http://www.innovationsnh.com,42.8070577,-71.5447157,SkinscriptrxscraperItem
Salon Apex,110 Ponemah Road (Rt. 122),,Amherst,NH,3031,(603)673-1921,Jenniferjeanmoore@hotmail.com,http://www.salonapex.com/,42.81822,-71.605369,SkinscriptrxscraperItem
Simple Beauty LLC,110 Ponemah Rd,,Amherst,NH,3031,603-668-4646,jennbernierskincare@gmail.com,,42.820451,-71.605974,SkinscriptrxscraperItem
Bella Visage Skin Studio,5 Elm Street,,Plaistow,NH,3865,(603) 382-1640,,http://www.bellavisageskinstudio.skincaretherapy.net,42.8370191,-71.0943056,SkinscriptrxscraperItem
Body &#038; Skin Rejuvenation,146 N. Clark St,,Forest City,IA,50436,(641) 201-0496,Rejuvenate@myabmp.com ,http://Rejuvenate.abmp.com ,43.2642226,-93.6383492,SkinscriptrxscraperItem
The Skin &#038; Co.,6401 Odana Rd,Ste 5,Madison,WI,53719,(608) 561-2088,kelly@theskinandcompany.com,http://www.theskinandcompany.com,43.0545225,-89.4904865,SkinscriptrxscraperItem
My Esthetician,3001 Village Square Drive,Studio #125,Delafield,WI,53018,(262) 527-5717,cheryl@myesthetician.net ,http://www.myesthetician.net ,43.1025385,-88.364439,SkinscriptrxscraperItem
Colleen Gawin | Blue Moon Wellness Spa,2985 N. Brookfield Rd,Suite 10,Brookfield,WI,53045,262-366-2880,bluemoonwellnessspa@gmail.com,http://www.bluemoonwellnessspa.com/,43.073699,-88.146345,SkinscriptrxscraperItem
The O2 Room,8653 N Port Washington Rd,,Fox Point,WI,53217,262-442-6479,tmsternig@gmail.com,https://www.styleseat.com/v/tracysternig,43.1723427,-87.9123632,SkinscriptrxscraperItem
Skin Maven Day Spa,218 N. Park St.,,Owosso,MI,48867,(989) 627-1018,kathryn@skinmaven.net,http://www.skinmaven.net,42.9990772,-84.1690118,SkinscriptrxscraperItem
Face Fitness Skin Care,6810 Main Street,,Williamsville,NY,14221,716-631-0964,skincare@facefitnessltd.com,http://facefitness.biz/,42.965414,-78.701269,SkinscriptrxscraperItem
Fresh Facials &#038; Feet,1801 Penfield Road,,Penfield,NY,14526,585-704-1125,Littlemisswax@gmail.com,http://www.freshfacialsandfeet.com/,43.1293122,-77.477501,SkinscriptrxscraperItem
"Unique to You | Trish DiLallo, Licensed Esthetician","35 Gaylord St, Suite 2",,Auburn,NY,13021,(315) 567-9948,trishdilallo@skincaretherapy.net,http://www.uniquetoyou.skincaretherapy.net/,42.9317335,-76.5660529,SkinscriptrxscraperItem
Volpe Salon and Day Spa,8050 Brewerton Rd. (Route 11),,Cicero,NY,13039,315-698-3930,volpecicero1@salonbuilder.com,www.volpeofcicero.com,43.1598108,-76.1204681,SkinscriptrxscraperItem
Chelsea&#8217;s Esthetic Boutique,410 E Genesee St,,Fayetteville,NY,13066,(315) 857-4467 ,chelseasestheticbtq@gmail.com,http://www.chelseasestheticboutique.com/,43.0292245,-76.0055851,SkinscriptrxscraperItem
Namaste Skin Solutions by Julian,32 Roosevelt Drive,inside The Styling Gallery Day Spa,Whitesboro,NY,13492,(315) 542-5282,lisajulian0128@gmail.com,,43.123304,-75.294196,SkinscriptrxscraperItem
Nurture Green Salon &#038; Spa,182 south Broadway ,,Saratoga Springs,NY,12866,(518) 587-0584 ,nurturegreensalonandspa@outlook.com,http://www.nurturegreensalonandspa.com/,43.0729406,-73.7875465,SkinscriptrxscraperItem
North Country ENT &#038; Med SPA,2 Mountain Ledge Drive,,Gansevoort,NY,12831,518-409-5588,medspa@northcountryent.com,http://roberthughesmd.com,43.1961848,-73.651784,SkinscriptrxscraperItem
"The Touch of Nobility, A Wellness Studio",40 South River Road,Suite 55,Bedford,NH,3110,603-518-8137,,http://www.thetouchofnobility.com ,42.9616666,-71.4813699,SkinscriptrxscraperItem
Three Clouds on Main,1807 East Main Street,,Cottage Grove,OR,97424,(541) 600-7139,sally@threecloudsonmain.com,http://www.threecloudsonmain.com,43.796905,-123.048239,SkinscriptrxscraperItem
Oasis Skin Care,82 E. State St. Ste. G,,Eagle,ID,83616,(208) 258-4162,MBarnes.oasisskin@gmail.com,http://www.oasisskin.vpweb.com,43.6954469,-116.3529532,SkinscriptrxscraperItem
Blissful Beauty Aesthetics,1475 S Holmes Ave,,Idaho Falls,Idaho,83404,(208) 521-9819,blissfulbeautyaesthetics@aol.com,,43.4847378,-112.0235188,SkinscriptrxscraperItem
Lisa&#8217;s Lil Spa Room,6124 S Cain Ave,,Sioux Falls,SD,57106,(605) 201-5620,,http://www.lisaslilsparoom.com,43.4903207,-96.8095122,SkinscriptrxscraperItem
Glow | Skin Care by Abby,228 W Wisconsin St,,Portage,WI,53901,(608) 402-3105,abbysugden@gmail.com,http://www.soulshinespa.com,43.5390574,-89.4610548,SkinscriptrxscraperItem
Relaxations Day Spa,209 East Superior Street,,Alma,MI,48801,989-466-5270,,http://almarelaxationsspa.com/,43.3789508,-84.659838,SkinscriptrxscraperItem
Kaitlyn &#038; Co. Day Spa,1002 Union Ave,,Laconia,NH,3246,603-520-4184,KaitlynCo@mail.com,https://www.facebook.com/KaitlynCo.DaySpa,43.5529122,-71.458174,SkinscriptrxscraperItem
Plum Aesthetics,146 Ocean Street,,South Portland,ME,4106,(207) 409-9729,plumonthego@gmail.com,http://plumaesthetics.com/,43.637323,-70.2523833,SkinscriptrxscraperItem
Kosmetikos Spa &#038; Wellness Center,"1 Northeast Road, 2nd Floor",,Standish,ME,4084,(207) 650-0007,kosmetikos07@yahoo.com,http://www.kosmetikosspa.com/,43.7356856,-70.5504647,SkinscriptrxscraperItem
Thistle Skincare and Waxing Studio,75 Clearwater Drive,,Falmouth ,ME,4105,207-274-7060,danisoucy@gmail.com ,http://mintsalonblock.com/,43.7175354,-70.2375256,SkinscriptrxscraperItem
Lussuria Salon/Jami Sautner,"160 Oakway Road, Suite 100",Inside Lussuria,Eugene,OR,97401,(541) 999-9254,jamilinn@gmail.com,https://www.facebook.com/pages/Lussuria-Salon/327991643984114,44.0643996,-123.0793361,SkinscriptrxscraperItem
Endless Beauty SkinCare,2275 NE Doctors Dr.,Suite 11D,Bend,OR,97701,541-390-0066,kellytracyholly@gmail.com,http://www.endlessbeautyskincarebykelly.com/,44.0697933,-121.2682285,SkinscriptrxscraperItem
Erica&#8217;s Esthetic,2665 Commerce Drive #200,at Shear Envy,Rochester,MN,55901,507-258-4020,,,44.0513942,-92.5212278,SkinscriptrxscraperItem
ReGen Massage &#038; Skincare | Genevieve Meilahn,116 E. Jackson Street,,Ripon,WI,54971,920-896-0559,gen@regentherapies.com,http://www.regentherapies.com/,43.8462909,-88.8381589,SkinscriptrxscraperItem
skinSPArations,c/o Salon Eternity & Day Spa,1429 Province Terrace,Menasha,WI,54952,920-730-1982 or 920-216-5338,info @skinSPArations.com,http://www.skinsparations.com/,44.2022084,-88.4464973,SkinscriptrxscraperItem
You Be U Hair &#038; Esthetics Salon,500 D. Canatara Ct.,,Kingston,Ontario,K7M 0E4,,youbeu@bellnet.ca,,44.2369309,-76.5792799,SkinscriptrxscraperItem
PURE spa &#038; studio,515 Roosevelt,,Naples,ME,4055,207-693-3034,info@purespastudio.com,http://purespastudio.com/,43.9685275,-70.586799,SkinscriptrxscraperItem
Pura Vida Day Spa,138 Maine Street,,Brunswick,ME,4011,(207) 725-1233,puravida-dayspa@hotmail.com,http://www.puravida-dayspa.com,43.9150091,-69.9651091,SkinscriptrxscraperItem
At Last&#8230;. Salon &#038; Day Spa,185 Park Row,,Brunswick,ME,4011,207-373-0751,,http://www.atlastsalondayspa.com,43.9113952,-69.9624443,SkinscriptrxscraperItem
Mahala&#8217;s Day Spa,956 Western Ave,,Manchester,ME,4351,207-512-8255,info@mahaladayspa.com,http://www.mahalasdayspa.com/,44.323925,-69.876575,SkinscriptrxscraperItem
Faithful Skin,320 S. Pearl Street,"Inside Wholistic Health, the Wellness Spa",New London,WI,54961,920-982-6064,,https://squareup.com/store/faithful-skin,44.390179,-88.73942,SkinscriptrxscraperItem
The Skin Room,567 Banger Rd.,,Ellsworth,ME,4506,(207) 702-5031,LPanaro.aesthetician@aol.com,http://www.theskinroomwithlauren.com,44.5886499,-68.5010883,SkinscriptrxscraperItem
Aiko&#8217;s Aesthetics @ Sheene &#038; Co. Salon and Spa,205 SE 3rd Avenue,Suite 400,Hillsboro,OR,97123,503-703-2011,,http://www.aikoskincare.com/,45.520998,-122.986515,SkinscriptrxscraperItem
Into Eden Skincare,2133 N. Skidmore Ct,,Portland,OR,97217,503-752-3508,,http://www.intoedenskincare.com/,45.55527,-122.689947,SkinscriptrxscraperItem
ASH Organic Care and Waxing,604 East 16th Street,,Vancouver,WA,98663,541-639-9088,,http://www.ashorganicskinandwaxing.com/default.html,45.63356,-122.665614,SkinscriptrxscraperItem
True Evolution Spa &#038; Salon,801 W Interstate Ave,Ste B,Bismarck,ND,58503,701-751-1491,trueevobismarck@gmail.com,http://www.TrueEvolutionBismarck.com ,46.8320502,-100.8039795,SkinscriptrxscraperItem
Captivating Beauty,14715 Edgewood Dr. N Suite 5A,,Baxter,MN,56425,218-831-5372,tracy@captivating-beauty.com,http://captivating-beauty.com/,46.3652727,-94.2453658,SkinscriptrxscraperItem
M. Spa &#038; Esthetics,1110 College St. SE,Suite I,Lacey,WA,98503,(360) 528-7136,mspaesthetics@gmail.com,http://melissai.wix.com/mspa,47.0378252,-122.8226014,SkinscriptrxscraperItem
Two Palms Massage &#038; Skincare,6302 93rd St SW,,Lakewood,WA,98499,(253) 678-9692,ilenele@hotmail.com,http://ilene.skincaretherapy.net/,47.173054,-122.522131,SkinscriptrxscraperItem
Abana Lash &#038; Brow Lounge,7406 27th St. West,Suite 211,University Place,WA,98466,253-301-2160,abanalashes@hotmail.com,http://www.abanalashbrowlounge211.vpweb.com/,47.2348538,-122.5354778,SkinscriptrxscraperItem
Good For You Massage &#038; Day Spa,202 South 348th St,4,Federal Way,WA,98003,253-874-2498,goodforyoumassage@goodforyoumassageanddayspa.com,http://www.goodforyoumassageandspa.com/,47.290152,-122.331814,SkinscriptrxscraperItem
Freckle Professional Skincare owner- Misty Fuentes LE,19337 Jensen Way NE ,,Poulsbo,WA,98370,360-779-1999,info@freckleskin.com,http://www.freckleskin.com/,47.738319,-122.646949,SkinscriptrxscraperItem
Honeysuckle Boutique Day Spa, 2307 Viewmont Way West,,Seattle,WA,98199,(206) 551-0988,info@honeysucklespa.com,http://www.honeysucklespa.com ,47.6393568,-122.4014495,SkinscriptrxscraperItem
Vital Skin Studio,"7834 SE 32nd ST, Suite 106",,Mercer Island,WA,98040,(206) 777-3680,info@vitalskinstudio.com,http://www.vitalskinstudio.com,47.582089,-122.232103,SkinscriptrxscraperItem
True Form Day Spa | inside &#8220;The Workshop&#8221;,172 Sunset Ave S,,Edmonds,WA,98020,206-546-7671,info@theworkshopedmonds.com,http://theworkshopedmonds.com/,47.8104658,-122.3831977,SkinscriptrxscraperItem
Janet Marie Skin Care At Lynnwood Natural Medicine,Cedar Creek Plaza ,3005 Alderwood Mall Parkway Suite 100,Lynnwood,WA,98036,425-478-2437,,https://www.vagaro.com/JanetMarieSkincare,47.8097032,-122.3569304,SkinscriptrxscraperItem
SUYIN&#8217;s SPA,,,Sequim,WA,98382,(360) 797-3280,suyinspa@aol.com,,48.0795365,-123.1018437,SkinscriptrxscraperItem
Alicia Curfman,120 2nd Street Suite A,,Langley,WA,98260,360-331-2036,skin.body.therapies@hotmail.com,,48.0399454,-122.4074042,SkinscriptrxscraperItem
Becky Porter | Sorenia Skin Wellness,731 2nd Street ,,Mukilteo,WA,98275,425-244-2400,soreniaskinwellness@gmail.com,http://www.healthyskin-dayspa.com/,47.947293,-122.3020435,SkinscriptrxscraperItem
SkinCare by Teressa,1521 5th st.,,Marysville,WA,98270,(360) 657-0441 ,Skincarebyteressa@msn.com,http://www.skincarebyteressa.com/,48.053011,-122.17574,SkinscriptrxscraperItem
La Vita è Bella, 37 5th St E #103,,Kalispell,MT,59901,4062124585,makinubeautiful@hotmail.com,http://lavitaebellamt.com,48.1940016,-114.3114711,SkinscriptrxscraperItem
Lethal Lash Beauty,1000 McKenzie Ave. Suite 16,,Bellingham,WA,98225,(360) 972-0431,Lethallashbeauty@gmail.com,http://www.lethallashbeauty.com/,48.7191209,-122.5040047,SkinscriptrxscraperItem
Spotless Skin Studio,909 Harris Avenue 202B,,Bellingham,WA,98225,360-389-2540,,http://www.spotlessskinstudio.com/,48.7203713,-122.5051036,SkinscriptrxscraperItem
