Name_of_Church,Address,City,State,Zip,Phone,Pasors,Email,Web,ONA,Accessible,Fax,Latitude,Logitude,Distance,_type
Trinity UCC ,140 N Fifth Ave E ,Hartley ,IA,51346-1272,712-728-2889,Jeffrey E. Filkins ,trinity@tcaexpress.net,,N,Y,712-728-2899,43.18302,-95.47128,29.6,UccscraperItem
United Church of Christ Congregational ,704 Fourth Ave ,Sibley ,IA,51249-1614,712-754-2455,Larry A. Laskie ,laskie805@q.com,,N,Y,,43.401279,-95.748361,30.5,UccscraperItem
Union Memorial Church ,805 Okoboji Ave ,Milford ,IA,51351-1643,712-338-4642,,office@be-thechurch-milford.org,http://www.be-thechurch-milford.org,N,Y,712-338-4685,43.32304,-95.149885,28.5,UccscraperItem
First Congregational United Church of Christ,100 First St NE ,Mason City ,IA,50401-3302,641-423-0105,Chuck D. Kelsey,firstchurchinmc@gmail.com,http://sites.google.com/site/uccfirstchurchinmc/ ,Y,Y,,43.152768,-93.199369,41.9,UccscraperItem
United Church of Christ ,630 State St ,Osage ,IA,50461-1344,641-732-3452,Charles D. Owens,osageucc@osage.net,http://www.osageucc.com,N,Y,,43.283,-92.81223,39.9,UccscraperItem
First Congregational UCC,Main & Church Sts ,Orchard ,IA,50460,641-732-3074,William B. Griffee ,bill@cosgriffco.com,,N,Y,,43.227605,-92.771871,40,UccscraperItem
United Church of Christ ,1403 Colwell Ave ,Colwell ,IA,50620,641-228-9998,Deb Lincoln ,jordanriver@mchsi.com,,N,Y,,43.134232,-92.682618,42.4,UccscraperItem
First Congregational UCC ,105 E Main St ,Riceville ,IA,50466-7707,,,,,N,Y,,43.363823,-92.55402,33.7,UccscraperItem
Congregational UCC ,209 W Broadway ,Decorah ,IA,52101-1737,563-382-2661,Laura E. Arnold,decorahucc@gmail.com,http://www.decorahucc.org,Y,Y,-,43.30216,-91.787203,41.6,UccscraperItem
Salem United Church of Christ ,1097 Pole Line Rd ,Waukon ,IA,52172-7531,563-568-3062,Susan Klimstra,revibe2003@yahoo.com,,N,Y,-,43.223202,-91.586268,26,UccscraperItem
Zion United Church of Christ ,113 First St NE ,Waukon ,IA,52172-1703,563-568-3598,Samantha Renee Houser ,x.zionunitedchurch@mchsi.com,http://www.facebook.com/zion.ucc.1,N,Y,-,43.2705,-91.4727,32.5,UccscraperItem
Saint John's UCC ,2952 Wheatland Rd,New Albin ,IA,52160-7532,563-544-4343,Paul Burgess ,,,N,N,-,43.490753,-91.386992,34.4,UccscraperItem
Saint Luke's UCC ,23995 MN Hwy 76,Eitzen ,MN,55931-0106,507-495-3356,,stlukes@acegroup.cc,null,N,Y,507-495-3086,43.5079,-91.4613,35.1,UccscraperItem
First Congregational UCC ,1202 Park St ,Boscobel ,WI,53805-1751,608-375-5419,William Rettig,margmel68@yahoo.com,,N,Y,,43.133354,-90.70248,41.4,UccscraperItem
United Church of Christ ,109 W Hudson St ,Mazomanie ,WI,53560-9501,608-354-1201,Denise J. Cole ,mazoucc@gmail.com,http://www.mazomanieucc.org,Y,Y,,43.176561,-89.795799,37.7,UccscraperItem
First United Church of Christ ,504 Washington Ave ,Sauk City ,WI,53583-1284,608-643-8387,William E. Kapp ,office@ucc-saukcity.org,http://www.ucc-saukcity.org/,N,Y,608-643-2561,43.27674,-89.72508,23.6,UccscraperItem
Immanuel UCC ,300 N Military Rd ,Dane ,WI,53529,608-849-5104,Denise J. Cole ,revdenisedane@gmail.com,,N,Y,,43.25484,-89.49762,30.9,UccscraperItem
First Congregational UCC ,131 Sixth Ave ,Baraboo ,WI,53913-2132,608-356-4300,Douglas Fauth ,fstuccbboo@dwave.net,http://www.uccbboo.org,Y,Y,,43.472646,-89.724882,35.5,UccscraperItem
United Church of Christ ,4434 Second St ,Windsor ,WI,53598-9638,608-846-5731,David M. McDonald ,office@windsorucc.org,http://www.windsorucc.org,N,Y,608-846-5734,43.21812,-89.34012,36.6,UccscraperItem
Olivet Congregational UCC ,313 W Prairie St ,Columbus ,WI,53925-1557,920-623-5140,Elizabeth C. Voigt ,olivetucc@sbcglobal.net,http://olivetchurch.atspace.com/,N,Y,920-623-5162,43.33818,-89.01906,33.7,UccscraperItem
Trinity UCC ,503 W Prospect Ave ,Portage ,WI,53901-2016,608-566-1244,Vicki Warren ,kenvic1@gmail.com,http://www.trinityunitedchurchofchristportagewi.org,Y,Y,,43.541308,-89.467263,37.4,UccscraperItem
First United Church of Christ ,106 Washington St ,Reeseville ,WI,53579,(920)344-7845,Lois A. Rosko ,,,N,Y,,43.30098,-88.8756,37.8,UccscraperItem
First Congregational UCC ,120 Kuckkan Ln ,Watertown ,WI,53094-3129,920-261-6213,Stephen W. Welch ,lbentz@firstcongwttn.org,http://www.firstcongwttn.org,Y,Y,920-261-6213,43.187538,-88.69317,42.8,UccscraperItem
First Evangelical & Reformed UCC ,601 Watertown St ,Lowell ,WI,53557,920-927-3776,,cacpaws@hotmail.com,,N,N,,43.348279,-88.793188,43.1,UccscraperItem
St. Stephen's UCC ,420 N Main St ,Juneau ,WI,53039-1126,920-386-4640,,,,N,N,,43.409699,-88.702711,32,UccscraperItem
St. John's United Church of Christ ,N67W28321 Sussex Rd ,Hartland ,WI,53029,262-538-1912,Mary Jane Huber,office@stjohnsmertonucc.com,http://www.stjohnsmertonucc.com/,N,Y,null,43.149679,-88.360756,34,UccscraperItem
Saint Paul's (Erin) UCC ,495 Saint Augustine Rd ,Colgate ,WI,53017-9761,262-628-2319,Glenn A. Danz ,SPPastor@yahoo.com,http://stpaulserin.org,N,Y,,43.207481,-88.300418,38.2,UccscraperItem
Saint John's UCC ,228 W State St ,Hartford ,WI,53027-1151,262-673-5215,Jim Schleif,,http://uccchurch-hartford.org/,Y,Y,,43.321354,-88.381143,38.3,UccscraperItem
Faith United Church of Christ ,2895 Slinger Rd ,Slinger ,WI,53086-9607,262-644-7901,Sharon Rae Stier ,faithslinger@yahoo.com,http://www.faithslinger.org,N,Y,,43.295555,-88.280791,41.7,UccscraperItem
Saint John's UCC ,520 W Washington St ,Slinger ,WI,53086-9255,262-644-5350,Jim Schleif,stjohnsuccslinger@frontier.com,http://stjohnsucc-slinger.org/,Y,Y,,43.339085,-88.291372,42.8,UccscraperItem
Saint Pauls UCC ,N89W16856 Appleton Ave ,Menomonee Falls ,WI,53051-2066,262-251-5160,James R. Gorman ,saintpaulsinthefalls@gmail.com,http://www.stpaulsucc.org,N,Y,,43.180879,-88.119302,23,UccscraperItem
Saint John UCC ,N104 W14181 Donges Bay Rd ,Germantown ,WI,53022-4344,262-251-0640,Tara Tetzlaff,stjohnucc53022@sbcglobal.net,http://www.stjohnuccgermantown.org,N,Y,null,43.23276,-88.13136,24.6,UccscraperItem
Our Saviour's UCC ,W 172 N 12533 N Division Rd ,Germantown ,WI,53022-1812,262-677-2484,Tara Tetzlaff,office@oursavioursucc.org,http://www.oursavioursucc.com,N,Y,,43.220912,-88.115003,24.7,UccscraperItem
Saint Peter's UCC ,2800 Pioneer Rd ,Richfield ,WI,53076-9549,,,,,N,N,,43.280763,-88.179153,25.3,UccscraperItem
United Church of Christ ,6380 W Dean Rd ,Brown Deer ,WI,53223-2828,414-354-6920,Gregory A. Young ,,http://www.browndeerucc.org,Y,Y,null,43.17054,-87.98922,28.4,UccscraperItem
New Hope UCC ,4360 Jackson Dr ,Jackson ,WI,53037-9743,262-677-2345,James H. Hill ,info@newhopeucc.com,http://www.newhopeucc.com,N,Y,,43.34749,-88.161597,29.5,UccscraperItem
Saint John's UCC ,5696 Beaver Dam Rd ,Kohlsville ,WI,53090,262-629-5021,,,null,N,Y,null,43.456144,-88.30243,33,UccscraperItem
Immanuel UCC ,501 Walnut St ,West Bend ,WI,53095-3330,262-334-2886,Richard Vincent ,immanuelwboffice@gmail.com,http://www.immanuelwestbend.org,N,Y,262-334-7550,43.421933,-88.182246,33.3,UccscraperItem
Pilgrim UCC ,1621 Second Ave ,Grafton ,WI,53024-2349,262-377-2640,Ashley Nolte ,ppmail@pilgrimuccgrafton.org,http://www.pilgrimuccgrafton.org,Y,Y,262-377-4187,43.314733,-87.962973,34.8,UccscraperItem
Peace United Church of Christ ,343 First St ,Kewaskum ,WI,53040-8930,262-626-4011,Jonathan E. M. Kirkegaard ,office@peace-ucc.org,http://www.peace-ucc.org,N,Y,262-626-4011,43.5213,-88.235,38.4,UccscraperItem
Saint Peter's UCC ,166 W Dekora St ,Saukville ,WI,53080-1908,262-284-0588,Craig Modahl ,saukvilleucc@att.net,http://www.stpetersuccsaukville.org,Y,Y,262-284-0588,43.381776,-87.942896,38.6,UccscraperItem
Saint Martin's UCC ,592 County Rd H ,Fredonia ,WI,53021-9634,262-692-9266,,,null,N,N,null,43.498258,-88.066408,40.8,UccscraperItem
First Congregational Church UCC ,131 N Webster St ,Port Washington ,WI,53074-1842,262-284-2022,Jeffrey S. Suddendorf ,office@portucc.org,http://www.portucc.org,Y,Y,null,43.387444,-87.876365,41.3,UccscraperItem
United Christian Church ,228 Forest St ,Campbellsport ,WI,53010-2733,920-533-4296,Paula Nadine Anderson ,paula2651@frontier.com,,N,Y,,43.59708,-88.27986,42.7,UccscraperItem
New Horizon UCC ,N9663 Hwy 144 ,Farmington ,WI,53040,262-692-6444,David L. Schlieter ,newhorizonucc@yahoo.com,http://www.newhorizonucc.org,N,Y,,43.540742,-88.087606,42.7,UccscraperItem
Salem United Church of Christ (Wayne) ,N8925 County Highway W,Campbellsport,WI,53010-9804,262-626-4000,Ruth Hansen,salemsec@att.net,http://www.facebook.com/SalemUCCWayneWI,N,Y,null,43.602123,-88.278537,43,UccscraperItem
St. John's UCC ,98 Random Lake Rd ,Random Lake ,WI,53075-0301,920-994-4425,Ann M. Utke ,pastor@stjohnsuccrl.org,http://www.stjohnsuccrl.org,N,Y,,43.54992,-87.97116,38,UccscraperItem
First Congregational Church UCC ,1201 Jefferson St ,Muskegon ,MI,49441-2089,231-726-3254,Timothy Dale Vander Haar ,fccucc@fccmuskegon.com,http://www.fccuccmuskegon.org,N,Y,231-726-4927,43.230351,-86.246732,41.3,UccscraperItem
White Lake Congregational UCC ,1809 S Mears Ave ,Whitehall ,MI,49461-9601,231-893-3265,,pkoebelucc@yahoo.com,http://www.wlcucc.org,N,Y,231-893-3265,43.39104,-86.347821,42.6,UccscraperItem
Congregational UCC ,9 S Eighth Ave ,Fruitport ,MI,49415-9664,231-865-3551,,pstressman14@comcast.net,http://fruitportucc.org,N,Y,231-865-3551,43.128545,-86.16591,43.1,UccscraperItem
First Congregational UCC ,51 E Third St ,Shelby ,MI,49455-1117,231-861-4404,Daniel S. Barnum-Steggerda ,shelbyucc@frontier.com,http://www.shelbycongregationalucc.org,N,Y,231-861-7548,43.61598,-86.3577,43.1,UccscraperItem
United Church of Christ ,432 Quarterline St ,Newaygo ,MI,49337-9125,231-652-6624,Jonathan D. Riedel ,churchmouse@ncucc.org,http://www.newaygoucc.org,N,Y,,43.416516,-85.788611,30.7,UccscraperItem
First Congregational Church ,714 Hillcrest Dr ,Fremont ,MI,49412-1360,231-924-4710,Raymond V. Dekker ,congo@fremontfcc.org,http://www.fremontfcc.org,N,Y,231-928-1210,43.473691,-85.934806,32.9,UccscraperItem
First Congregational UCC ,113 S Main St ,Sheridan ,MI,48884,989-291-3800,Philip Van Dop ,office@fccsheridan.org,http://www.fccsheridan.org/,N,Y,,43.21434,-85.07322,26.2,UccscraperItem
First Congregational United Church of Christ ,115 Fifth St ,Lakeview ,MI,48850,989-352-6022,,lakeviewucc2012@yahoo.com,,N,Y,,43.44036,-85.27626,32.4,UccscraperItem
Immanuel Evangelical Lutheran UCC ,1512 Maine St ,Saginaw ,MI,48602-1716,,Robert Thaler ,,,N,N,,43.4089,-83.983,38.4,UccscraperItem
Countryside/Trinity UCC ,4690 Weiss Rd ,Saginaw ,MI,48603-3785,989-793-0125,Kenneth Parker ,kennethraypark@yahoo.com,,N,Y,,43.44426,-84.00996,39.4,UccscraperItem
First Congregational UCC ,403 S Jefferson Ave ,Saginaw ,MI,48607-1139,989-754-6565,Todd Farley ,fccsaginaw@charterinternet.com,http://www.fccsaginaw.org,Y,Y,989-754-6581,43.42896,-83.93694,41.1,UccscraperItem
First United Church of Christ ,1710 S Wenona St ,Bay City ,MI,48706-5273,989-894-2430,,,null,N,N,null,43.58268,-83.90598,40.5,UccscraperItem
First Congregational UCC ,900 Sixth St ,Bay City ,MI,48708-6527,989-892-2409,,bcfirstcongregational@yahoo.com,,N,Y,,43.59648,-83.8812,41.6,UccscraperItem
Saint Paul's UCC ,3921 Mapleton Rd ,Shawnee ,NY,14120-9564,716-731-4756,Ronald A. Lord ,spshawnee@frontiernet.net,http://www.stpauls-shawnee.org,N,Y,null,43.122105,-78.832972,34.8,UccscraperItem
Lockport United Church of Christ ,98 East Ave ,Lockport ,NY,14094-3809,716-433-2545,Stephen A. Hall ,cccorrieri@rochester.rr.com,http://www.lockportucc.com,N,Y,,43.17168,-78.68502,42.9,UccscraperItem
Covenant UCC ,4449 Main St ,Gasport ,NY,14067-9202,716-772-7802,Dorothea W. Brooks  & John Tipton ,office@covenantny.org,http://www.covenantny.org,N,Y,,43.197414,-78.576063,25.4,UccscraperItem
Gaines Congregational Church UCC ,14023 Ridge Rd W ,Albion ,NY,14411-9106,585-589-6119,,lhatch4@rochester.rr.com,http://baldyblogs.com/gaines/,N,Y,null,43.285531,-78.213936,24.4,UccscraperItem
First Congregational UCC ,65 Church St ,Spencerport ,NY,14559-1311,585-352-3448,Nancy C. L. Peebles ,spencerportucc@frontiernet.net,http://www.spencerportucc.org,N,N,-,43.192045,-77.802315,37.7,UccscraperItem
Community Christian UCC ,2647 Chili Ave ,Rochester ,NY,14624-4120,585-247-2494,Steven M. Price ,cccopentoall@aol.com,http://www.cccopentoall.org/,Y,N,null,43.12584,-77.70372,41.2,UccscraperItem
Parma Greece United Church of Christ ,1211 Manitou Rd ,Hilton ,NY,14468-9371,585-392-6120,Raymond Kurt Traugott ,parmagreeceucc@gmail.com,http://www.parmagreeceUCC.org,N,N,585-964-7275,43.252573,-77.75157,41.7,UccscraperItem
Salem United Church of Christ ,60 Bittner St ,Rochester ,NY,14604-1195,585-454-5973,JD & Margo Markensteijn,info@christinthecity.com,http://www.ChristintheCity.com,N,Y,585-454-3656,43.16028,-77.60916,22.7,UccscraperItem
Irondequoit UCC ,644 Titus Ave ,Rochester ,NY,14617-3939,585-544-3020,Margo Markensteijn & Timothy Meyer ,office@irondequoitucc.org,http://www.irondequoitucc.org,Y,Y,,43.210809,-77.599953,24.9,UccscraperItem
Durand United Church of Christ ,4225 Culver Rd ,Rochester ,NY,14622-1215,585-323-1633,Timothy Meyer ,ducc@frontiernet.net,null,Y,Y,null,43.225567,-77.548462,27.6,UccscraperItem
Webster United Church of Christ Congregational ,570 Klem Rd ,Webster ,NY,14580-1541,585-671-3757,Carl James Richter ,carl@uccwebster.org,http://www.uccwebster.org/,Y,Y,585-671-3765,43.231009,-77.498791,29.9,UccscraperItem
Immanuel UCC ,1973 Ridge Road,Ontario,NY,14519-8971,315-524-7210,Frederick W. Rogers  & Heidi Tyler,info@ontarioimmanuel.com,http://www.ontarioimmanuel.com/,N,Y,-,43.229941,-77.311329,38.3,UccscraperItem
Plainville Christian Church ,754 W Genesee St ,Plainville ,NY,13137,315-635-7438,,church@plainvilleucc.org,http://www.plainvilleucc.org,Y,Y,null,43.1584,-76.44754,30,UccscraperItem
First Congregational UCC ,43 Bridge St ,Phoenix ,NY,13135-1128,315-695-6262,Stanley Bennett  & Karen Marshall ,phoenixnyucc@windstream.net,,N,Y,315-695-6262,43.22928,-76.301039,38.7,UccscraperItem
Faith United Church ,12 Mark Fitzgibbons Dr ,Oswego ,NY,13126-4058,(315)343-3480,Roger Martin ,faithunitedoswego@centralny.twcbc.com,http://www.faithunitedoswego.com,N,Y,,43.431825,-76.5049,38.9,UccscraperItem
United Church of Christ in Bayberry ,215 Blackberry Rd ,Liverpool ,NY,13090-3003,315-652-6789,J. Mark Lawson ,office@uccbayberry.org,http://www.UCCBayberry.org,N,Y,315-652-9678,43.140555,-76.221573,40.6,UccscraperItem
The Bristol Hill Congregational United Church of Christ ,3199 State Rt 3 ,Fulton ,NY,13069-4402,(315)402-3338,Andrew Hinman,support@bristolhillucc.org,http://www.bristolhillucc.org,N,Y,,43.338246,-76.338845,40.8,UccscraperItem
Central Square Community Church ,833 State Rte 11 ,Central Square ,NY,13036,315-668-6225,Jennifer A. Long  & Craig Wilson,cscc@cnymail.com,http://www.csccny.org/,Y,Y,null,43.297332,-76.151646,27,UccscraperItem
First Congregational UCC ,4270 State Rte 104 ,New Haven ,NY,13121-9998,(315)663-8253,David Daley,,,N,Y,,43.469974,-76.317226,33.7,UccscraperItem
Community UCC ,2884 Main St ,Mc Connellsville ,NY,13308-2663,315-245-5083,,,null,N,Y,315-245-5083,43.27295,-75.694165,24.4,UccscraperItem
Trinity UCC ,215 W Court St ,Rome ,NY,13440-5707,315-336-2833,Frank G. Graichen Jr ,tuccrome@twcny.rr.com,,N,Y,,43.2144,-75.45918,31.1,UccscraperItem
Congregational Church ,27 Lake St ,Pulaski ,NY,13142-1442,315-298-6486,James C. Tschudy ,uccpulaski@frontier.com,,N,Y,,43.56762,-76.1301,39.7,UccscraperItem
First Congregational UCC ,RR 2 ,Camden-Osceola ,NY,13494,315-599-7776,,tipperhall@yahoo.com,,N,Y,315-599-7772,43.530009,-75.124109,41.2,UccscraperItem
Yoked Parish UCC ,40 Hwy & 196 Hwy ,Hartford ,NY,12838,518-632-5805,Patti Girard,kappillan@msn.com,http://www.uccabchtfdny.org,N,Y,null,43.345212,-73.40883,38.2,UccscraperItem
First Congregational Church ,3624 Main St ,Manchester ,VT,5254,802-362-2709,Gordon McClellan,office@fccmanchester.org,http://www.firstcongregationalmanchester.org,N,Y,802-362-9111,43.16543,-73.068817,24.6,UccscraperItem
United Church of Dorset & East Rupert ,143 Church St ,Dorset ,VT,5251,802-867-2260,James H. Gray ,dorsetchurch@gmail.com,http://dorsetchurch.org/,N,Y,802-867-2260,43.253316,-73.103654,26.6,UccscraperItem
Community UCC ,38 Vt Rte 133 ,Pawlet ,VT,5761,802-325-3022,Melissa O'Brien,,,N,Y,-,43.382082,-73.088424,33.6,UccscraperItem
Peru Congregational UCC ,Main St ,Peru ,VT,5152,802-379-1438,Margaret Dawedeit ,mmdawedeit@yahoo.com,,N,N,,43.254804,-72.920307,34.2,UccscraperItem
Second Congregational Church UCC ,2051 North Main St,Londonderry,VT,5148,802-824-6453,Laurie S. Krooss ,2ndcongregationalchurchvt@gmail.com,http://www.2ndcongregationalchurchvt.org,N,Y,-,43.225136,-72.789648,39.1,UccscraperItem
First Congregational Church of Wallingford,189 South Main St,Wallingford,VT,5773,(802)446-2817,Joseph Will,,,N,N,,43.454721,-72.987717,40.7,UccscraperItem
Windham Congregational Church ,26 Harrington Rd ,Windham ,VT,5359,802-875-2244,,gcrit@hotmail.com,,N,Y,,43.180339,-72.725783,41.1,UccscraperItem
First Congregational Church UCC ,2 N Park St ,Fair Haven ,VT,05743-1062,802-265-8864,Chris Heintz ,hkfamily@sover.net,http://www.fairhavenucc.org,N,Y,802-265-8605,43.594614,-73.267837,42.7,UccscraperItem
The Grafton Church Inc UCC ,55 Main St ,Grafton ,VT,5146,802-843-2346,Christine Dyke ,christinedyke@vermontel.net,,N,Y,,43.191161,-72.602237,24.1,UccscraperItem
Christ's Church UCC ,24 Main St ,Saxtons River ,VT,5154,802-869-2340,Ivy J. Merrill ,,http://www.christschurchsr.org,Y,Y,-,43.13866,-72.51049,26.6,UccscraperItem
"United Church of Bellow Falls, Inc. UCC ",8 School St ,Bellows Falls ,VT,05101-1534,802-463-4323,Alison A. Jacobs ,ucbf@sover.net,,N,N,-,43.129007,-72.445261,29.5,UccscraperItem
United Church of Ludlow ,48 Pleasant St ,Ludlow ,VT,05149-1320,802-228-4211,Donald E. Harpster ,unitedchurch@tds.net,http://www.unitedchurch.us/,N,N,,43.395061,-72.697062,31.3,UccscraperItem
First Congregational UCC ,77 Main St ,Springfield ,VT,05156-2999,802-885-5728,Jean A. O'Bresky ,fccucc@vermontel.net,http://fccuccspfdvt.org,Y,Y,802-885-5796,43.29654,-72.48213,33.2,UccscraperItem
Congregational UCC ,71 Main St ,Charlestown ,NH,03603-5209,603-826-3335,Paul E. Gibbons ,congchrch@myfairpoint.net,,N,Y,,43.238333,-72.425678,33.4,UccscraperItem
Tyson Congregational UCC ,39 Dublin Rd ,Ludlow ,VT,05149-9309,802-228-4770,Margo Marrone ,tmmarrone@tds.net,,N,N,-,43.465338,-72.704185,35.4,UccscraperItem
Shrewsbury Community Church UCC ,88 Lottery Rd ,Shrewsbury ,VT,05738-9646,802-492-3402,,rlane@sover.net,http://www.vtcucc.org/churches/Shrewsbury.html,N,Y,-,43.509294,-72.869934,35.8,UccscraperItem
First Congregational UCC ,79 Center Church Rd,Weathersfield Center ,VT,5151,802-263-5397,,ckimporter@tds.net,null,N,N,null,43.380308,-72.495802,36.6,UccscraperItem
Shrewsbury Community Church UCC ,Northam Church (July and August),Shrewsbury,VT,05738-9319,802-492-3402,,rlane@sover.net,http://www.vtcucc.org/churches/Shrewsbury.html,N,Y,-,43.529229,-72.828275,37.5,UccscraperItem
United Church of West Rutland ,60 Chapel St ,West Rutland ,VT,05777-9463,,,,,N,Y,,43.593686,-73.048944,41.1,UccscraperItem
Grace Congregational UCC ,8 Court St ,Rutland ,VT,05701-4024,802-775-4301,John C Weatherhogg ,graceucc@gracechurchvt.org,http://www.gracechurchvt.org/,Y,Y,802-747-3288,43.607955,-72.976162,42,UccscraperItem
First Congregational UCC ,72 Pleasant St ,Claremont ,NH,03743-2610,603-542-6342,John Johnson,firstcongregationalchurch@verizon.net,http://www.fccclaremontnh.com,N,Y,603-542-6342,43.370882,-72.339149,42.1,UccscraperItem
Congregational Church ,1 Halfmoon Pond Rd,Washington ,NH,03280-3102,603-495-3474,Peter F. Howe ,,http://www.washington-nh-ucc.org,N,Y,,43.175412,-72.093832,23.9,UccscraperItem
South Congregational UCC ,20 Church St ,Newport ,NH,03773-1908,603-863-3729,Pastor Eliot Fay,southchurchnewport@myfairpoint.net,http://www.southchurchnewport.org,N,Y,603-863-1607,43.361086,-72.170017,30,UccscraperItem
South Newbury Union Church UCC ,Village Rd ,South Newbury ,NH,3255,603-938-5369,David B. Keller ,snunionchurchinfo@gmail.com,http://www.southnewburyunionchurch.org/,N,Y,-,43.2813,-71.9955,32.1,UccscraperItem
First Congregational Church of Croydon UCC ,29 Croydon Tpke Rd ,Croydon ,NH,03773-6114,603-863-6195,Donna L. Muise ,,,Y,Y,,43.417101,-72.186707,32.9,UccscraperItem
Union Church ,5243 Rte 5 ,Ascutney ,VT,5030,802-674-2484,Michael Boy,aucucc@pshift.com,null,N,Y,null,43.4862,-72.4476,33.7,UccscraperItem
Congregational UCC ,43 Maple St ,Henniker ,NH,03242-,603-428-3747,Rebecca Werner Maccini ,ccohoffice@tds.net,http://www.hennikerchurch.org,N,Y,-,43.182374,-71.824675,36.4,UccscraperItem
First Congregational UCC ,10 Station Rd ,Hartland ,VT,05048-9673,802-436-2224,Lucia A. Jackson ,brickchurch@vermontel.net,http://www.hartlandcongregationalchurch.org,Y,Y,,43.540867,-72.39773,37.7,UccscraperItem
Meriden Congregational Church ,5 Mitchell Dr ,Meriden ,NH,3770,603-469-3235,John M. Gregory-Davis  & Susan E. Gregory-Davis ,copastors@meridenucc.org,http://www.meridenucc.org,Y,Y,603-469-3235,43.530648,-72.279056,38.3,UccscraperItem
United Church ,45 Main St ,Warner ,NH,3278,603-456-3447,Renee Rouse ,,null,N,Y,null,43.280038,-71.814499,39.7,UccscraperItem
Bridgewater Congregational UCC ,7213 Route 4 ,Bridgewater ,VT,5034,802-672-5211,Beverly R.M. Anderson ,brandx@vermontel.net,,N,N,,43.587691,-72.624409,41.1,UccscraperItem
First Congregational UCC ,19 N Wilmot Rd ,Wilmot ,NH,3287,(603)526-7715,Sara Edith Marean ,jwhowe1@tds.net,http://www.wilmotucc.org,Y,Y,,43.44865,-71.91951,42.6,UccscraperItem
First Congregational Church of Dunbarton UCC ,6 Stark Hwy N ,Dunbarton ,NH,03046-4717,603-774-4601,,info@dccucc.org,http://www.dccucc.org,N,Y,,43.114603,-71.628034,20.4,UccscraperItem
First Congregational Church of Hopkinton UCC ,1548 Hopkinton Rd ,Hopkinton ,NH,03229-2829,603-746-4235,Gordon L. Crouch ,fcch@tds.net,http://www.firstchurchhopkinton.org,Y,Y,603-746-5826,43.21232,-71.68615,21.6,UccscraperItem
Boscawen Congregational Church UCC ,12 High St ,Boscawen ,NH,03303-3100,603-796-2565,David Randlett,bosccong@tds.net,http://www.boscawencongregationalchurch.com,Y,Y,,43.2045,-71.54904,26.8,UccscraperItem
South Congregational UCC ,27 Pleasant St ,Concord ,NH,03301-4097,603-224-2521,Jared A. Rardin ,office@southchurchconcord.org,http://www.southchurchconcord.org,Y,Y,603-224-2571,43.20276,-71.5389,27.2,UccscraperItem
The First Congregational Church ,1013 Long St ,Webster ,NH,3303,603-648-2128,David A. Richardson ,websterchurch@tds.net,null,N,Y,null,43.332823,-71.706942,27.3,UccscraperItem
West Congregational Church Inc UCC ,499 N State St ,Concord ,NH,03301-3252,603-224-4142,Amanda Wagner ,westcongre@aol.com,,N,Y,,43.2443,-71.5718,27.4,UccscraperItem
First Congregational UCC ,177 N Main St ,Concord ,NH,03301-5039,603-225-5491,Emilia Halstead,pastor@concordsfirstchurch.org,http://www.concordsfirstchurch.org,Y,Y,603-717-7037,43.212132,-71.53968,27.5,UccscraperItem
The United Church of Penacook ,21 Merrimack St ,Penacook ,NH,03303-1419,603-753-4072,Rev. Rev. Gerald McCann,,http://www.ucpnh.org,N,N,-,43.2816,-71.599,28.1,UccscraperItem
East Congregational Church Inc UCC ,51 Mountain Rd ,Concord ,NH,3301,603-224-9242,Michael W. Lowry ,revmwlowry@yahoo.com,http://www.eastchurchucc.org,Y,Y,,43.22382,-71.52618,28.5,UccscraperItem
First Congregational UCC ,301 Pembroke St ,Pembroke ,NH,03275-3234,603-485-9639,Linda Hey ,info@pembrokechurch.org,http://www.pembrokechurch.org,N,Y,603-485-8348,43.1487,-71.45964,29.2,UccscraperItem
Salisbury Congregational Community Church UCC ,13 Franklin Rd ,Salisbury ,NH,03268-,(603)648-2733,Kerry Richardson,sccc@tds.net,,N,Y,-,43.384327,-71.703716,30.5,UccscraperItem
Canterbury United Community Church ,5 Center Rd ,Canterbury ,NH,03224-2401,603-783-9365,William J. Donoghue ,canterburychurch@verizon.net,null,N,N,null,43.33721,-71.583728,31.4,UccscraperItem
South Danbury Christian Church UCC ,1411 US Route 4,South Danbury ,NH,03230-4525,(603)491-3196,,southdanburychurch@gmail.com,,Y,Y,,43.483857,-71.886549,33.9,UccscraperItem
New Rye Union Congregational ,289 New Rye Rd ,Epsom ,NH,3234,603-736-9666,James Young Sr ,newryechurchnh@gmail.com,http://www.newryechurch.org/,N,Y,,43.181252,-71.363837,34.5,UccscraperItem
Christian-Congregational Church UCC ,47 S Main St ,Franklin ,NH,03235-1508,,,mikecarrier@earthlink.net,http://www.franklinccchurch.org,N,Y,603-934-6001,43.441177,-71.659589,35,UccscraperItem
United Church ,20 NH RT 104 ,Danbury ,NH,3230,603-768-3216,,,,N,Y,,43.5123,-71.8701,36,UccscraperItem
"Deerfield Community Church, UCC ",15 Church St ,Deerfield ,NH,03037-,603-463-7734,Carol L. Meredith ,pastor@deerchurch.com,http://www.deerchurch.org,N,Y,-,43.1478,-71.24892,39.4,UccscraperItem
